appid;name;developer;publisher;release_date;price;is_free;owners_lower_bound;ccu;rating_porcentaje;positive;negative;hub_followers;total_achievements;total_dlcs;supported_languages;controller_support;platform_windows;platform_mac;platform_linux;min_ram_gb;metacritic_score;dev_game_count;dev_experience;pub_game_count;pub_experience;release_year;release_month;release_quarter;price_tier;short_desc_len;genre_action;genre_adventure;genre_casual;genre_free_to_play;genre_indie;genre_massively_multiplayer;genre_rpg;genre_racing;genre_simulation;genre_sports;genre_strategy;genre_violent;genre_gore;genre_early_access;cat_single_player;cat_multi_player;cat_co_op;cat_online_co_op;cat_local_co_op;cat_full_controller_support;cat_partial_controller_support;cat_steam_achievements;cat_steam_cloud;cat_steam_workshop;cat_in_app_purchases;cat_steam_trading_cards;cat_remote_play_together;cat_shared_split_screen_co_op;tag_pixel_art;tag_first_person;tag_open_world;tag_crafting;tag_permadeath;tag_story_rich;tag_roguelike;tag_roguelite;tag_survival;tag_horror;tag_rpg;tag_action_rpg;tag_turn_based;tag_strategy;tag_tower_defense;tag_platformer;tag_metroidvania;tag_soulslike;tag_co_op;tag_multiplayer;tag_local_co_op;tag_pvp;tag_battle_royale;tag_sandbox;tag_simulation;tag_management;tag_city_builder;tag_sports;tag_racing;tag_puzzle;tag_point_&_click;tag_visual_novel;tag_anime;tag_2d;tag_3d;tag_realistic;tag_low_poly;tag_cartoon;tag_dark;tag_atmospheric;tag_relaxing;tag_difficult;tag_casual;tag_indie;tag_early_access;tag_free_to_play;tag_vr;tag_moba;tag_fps;tag_stealth;ts_total_reviews;ts_positive;ts_negative;ts_steam_purchase;ts_early_access;ts_months_active;ts_avg_playtime_hrs;ts_positive_ratio;num_genres;num_tags;num_categories;is_early_access;label;label_name;dev_success_prior
514080;Deadly Dozen;N-Fusion Interactive;Ziggurat;26 Jan, 2017;5.79;0;100000;0;75.93;41;13;0;0;0;1;none;1;0;0;0.5;56;1;Novato;13;AAA;2017;1;Q1;Budget;114;1;1;1;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;12;8;4;12;0;9;8.87;0.667;6;8;1;0;0;Flop;0.7257
944080;Pode;Henchman & Goon;Henchman & Goon;3 Apr, 2020;10.49;0;20000;3;91.74;400;36;0;9;0;18;none;1;0;0;4.0;0;1;Novato;1;Novato;2020;4;Q2;Mid;229;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;318;283;35;292;0;29;6.32;0.89;3;5;7;0;0;Flop;0.7257
3319780;Encounter: A 8-Bit Noir Adventure...;Defence Force;Defence Force;20 Dec, 2024;1.99;0;20000;0;100.0;8;0;0;52;1;3;none;1;0;0;0.5;0;1;Novato;1;Novato;2024;12;Q4;Budget;278;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;0;15;0;7;9.51;1.0;2;3;3;0;0;Flop;0.7257
1325380;Live Empire;Happy Max;Happy Max;12 Nov, 2020;2.99;0;20000;0;46.77;116;132;0;7;1;3;none;1;0;0;2.0;0;2;Novato;2;Novato;2020;11;Q4;Budget;155;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;7;2;5;6;0;6;2.16;0.286;4;7;4;1;0;Flop;0.7257
3008960;Dungeon Reborn;PixelPulse Studio;PixelPulse Studio;16 Jul, 2025;0.0;1;20000;0;100.0;1;0;0;1;0;1;none;1;1;0;8.0;0;1;Novato;1;Novato;2025;7;Q3;F2P;215;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12;9;3;12;1;7;2.74;0.75;5;7;2;1;0;Flop;0.7257
476540;Google Spotlight Stories: Pearl;Google Inc.;Google Inc.;19 Oct, 2017;0.0;1;20000;0;95.97;357;15;0;0;0;1;none;1;0;0;4.0;0;3;Establecido;3;Establecido;2017;10;Q4;F2P;284;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;26;23;3;26;0;15;10.21;0.885;1;2;1;0;0;Flop;0.6699
1726390;Adventure of Rikka - The Cursed Kingdom;Poorly Drawn Squid;Poorly Drawn Squid;28 Mar, 2024;2.99;0;20000;0;95.12;39;2;0;27;0;9;full;1;0;1;2.0;0;2;Novato;2;Novato;2024;3;Q1;Budget;280;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;43;2;24;0;15;8.74;0.956;4;5;3;0;0;Flop;0.7468
2673490;Seifuku Kanojo;Entergram;HIKARI PULSE;2 Apr, 2024;14.99;0;50000;2;80.92;424;100;0;18;0;2;none;1;0;0;4.0;0;1;Novato;1;Novato;2024;4;Q2;Mid;109;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;562;449;113;363;0;26;12.62;0.799;3;6;5;0;0;Flop;0.7257
903950;Last Oasis;Donkey Crew;Donkey Crew;26 Mar, 2020;14.99;0;1000000;153;62.08;14952;9133;0;40;1;11;none;1;0;0;8.0;0;1;Novato;1;Novato;2020;3;Q1;Mid;203;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;961;488;473;754;961;29;371.55;0.508;6;9;3;1;2;Hit;0.7257
1137350;Filament;Beard Envy;Kasedo Games;23 Apr, 2020;8.99;0;50000;7;86.13;615;99;0;29;1;9;full;1;0;1;4.0;82;1;Novato;1;Novato;2020;4;Q2;Budget;155;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;127;85;42;101;0;28;20.34;0.669;2;8;4;0;0;Flop;0.7257
1647390;Dexter Stardust : Adventures in Outer Space;Dexter Team Games;Dexter Team Games;2 Mar, 2022;9.99;0;50000;0;94.68;89;5;0;25;0;2;none;1;1;1;8.0;0;1;Novato;1;Novato;2022;3;Q1;Budget;51;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;31;28;3;31;0;18;7.28;0.903;3;7;3;0;0;Flop;0.7257
615530;Love, Money, Rock'n'Roll;Soviet Games;Soviet Games;4 Aug, 2022;4.99;0;200000;19;80.08;5504;1369;0;20;3;4;full;1;1;1;2.0;0;2;Novato;2;Novato;2022;8;Q3;Budget;228;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1000;763;237;745;0;23;41.04;0.763;3;7;5;0;1;Rentable;0.7257
46360;Theatre of War 2: Kursk 1943;Fulqrum Publishing;Fulqrum Publishing;9 Jul, 2010;2.99;0;20000;0;69.09;152;68;0;0;1;3;none;1;0;0;0.25;0;4;Establecido;22;AAA;2010;7;Q3;Budget;216;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;23;13;27;0;21;32.02;0.639;2;2;4;0;0;Flop;0.7806
336300;Hearthlands;Four White Cats;Four White Cats;28 Apr, 2017;8.49;0;20000;0;82.11;335;73;0;50;0;7;none;1;1;1;2.0;0;1;Novato;1;Novato;2017;4;Q2;Budget;265;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;20;17;3;15;0;16;32.34;0.85;3;5;2;0;0;Flop;0.7257
342380;Sakura Angels;Winged Cloud;Winged Cloud;16 Jan, 2015;9.99;0;100000;0;83.37;1810;361;0;0;0;2;none;1;1;1;1.0;0;6;Establecido;6;Establecido;2015;1;Q1;Budget;267;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;61;52;9;42;0;26;5.04;0.852;2;7;2;0;0;Flop;0.6693
630720;Mana Spark;BEHEMUTT;BEHEMUTT;27 Sep, 2018;11.99;0;50000;0;78.77;523;141;0;20;0;6;none;1;1;1;2.0;0;3;Establecido;1;Novato;2018;9;Q3;Mid;193;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;80;65;15;42;0;27;28.06;0.812;3;7;6;0;0;Flop;0.6699
709790;The Red Front;10ft Games;10ft Games;5 Oct, 2017;2.12;0;20000;0;53.33;8;7;0;34;0;6;none;1;0;0;4.0;0;1;Novato;1;Novato;2017;10;Q4;Budget;287;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;1;3;0;3;1.9;0.667;2;1;4;0;0;Flop;0.7257
1028570;Lofi Ping Pong;Calvares;Calvares;12 Mar, 2019;0.0;1;100000;5;84.87;1402;250;0;6;1;17;full;1;0;0;0.5;0;1;Novato;1;Novato;2019;3;Q1;F2P;27;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;707;593;114;707;0;29;2.42;0.839;1;6;6;0;0;Flop;0.7257
560370;SWAT 3: Tactical Game of the Year Edition;Sierra;Activision;18 Apr, 2017;9.99;0;50000;2;65.25;231;123;0;0;0;1;none;1;0;0;0.25;0;1;Novato;29;AAA;2017;4;Q2;Budget;36;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;68;49;19;65;0;27;8.44;0.721;3;6;1;0;0;Flop;0.7257
461850;Abrix 2 - Diamond version;EJRGames;EJRGames;29 Apr, 2016;1.49;0;100000;0;84.28;193;36;0;6;1;2;none;1;0;0;1.0;0;1;Novato;1;Novato;2016;4;Q2;Budget;279;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;2;0;2;0;2;9.06;1.0;3;4;2;0;0;Flop;0.7257
2963880;Murky Divers;Embers;Embers;12 Dec, 2024;5.49;0;200000;23;89.0;4022;497;0;0;0;14;full;1;0;0;8.0;0;2;Novato;2;Novato;2024;12;Q4;Budget;172;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1000;812;188;706;0;15;7.05;0.812;3;4;7;0;1;Rentable;0.7257
724180;Morgan lives in a Rocket House in VR;Fold Up Studios;Fold Up Studios;3 Nov, 2017;0.0;1;20000;0;90.2;46;5;0;0;1;1;none;1;0;0;8.0;0;1;Novato;1;Novato;2017;11;Q4;F2P;208;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;8;5;3;8;0;7;7.86;0.625;2;4;1;0;0;Flop;0.7257
1711950;GWENT: Rogue Mage (Single-Player Expansion);CD PROJEKT RED;CD PROJEKT RED;7 Jul, 2022;7.49;0;200000;14;53.73;605;521;0;45;0;11;none;1;0;0;4.0;0;6;Establecido;7;Establecido;2022;7;Q3;Budget;178;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;189;158;341;0;29;23.95;0.545;1;4;3;0;1;Rentable;0.8064
3304770;Exposed Livestream;Kumada Gaon;Saikey Studios;11 Apr, 2025;2.89;0;50000;17;83.33;195;39;0;5;0;4;none;1;0;0;0.0;0;2;Novato;20;AAA;2025;4;Q2;Budget;272;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;501;407;94;475;0;14;3.67;0.812;2;6;4;0;0;Flop;0.7257
1968730;Bounty of One;OptizOnion;OptizOnion;8 Sep, 2023;3.99;0;100000;67;88.07;2436;330;0;100;1;12;full;1;1;1;4.0;0;1;Novato;1;Novato;2023;9;Q3;Budget;254;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;800;668;132;733;0;29;42.78;0.835;4;5;8;0;0;Flop;0.7257
914320;Swarm Simulator: Evolution;Scary Bee LLC;Scary Bee LLC;25 Feb, 2019;0.0;1;50000;23;77.94;417;118;0;0;0;10;none;1;1;0;2.0;0;2;Novato;2;Novato;2019;2;Q1;F2P;80;0;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;68;49;19;68;0;27;138.61;0.721;4;5;2;0;0;Flop;0.7468
939000;Crisis VRigade;Sumalab;Sumalab;11 Feb, 2020;9.99;0;20000;0;77.21;210;62;0;12;0;1;none;1;0;0;4.0;0;1;Novato;1;Novato;2020;2;Q1;Budget;227;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;18;11;7;18;0;14;1.32;0.611;3;8;4;0;0;Flop;0.7257
2768430;ATLYSS;Kiseff;KisSoft;22 Nov, 2024;5.79;0;200000;297;97.11;16289;484;0;20;0;1;full;1;0;0;2.0;0;1;Novato;1;Novato;2024;11;Q4;Budget;250;1;1;1;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;999;962;37;834;999;5;34.23;0.963;6;7;6;1;1;Rentable;0.7257
2472970;Hoverkitty In The Hoververse Chapter Two;Hoverkitty Games;Hoverkitty Games;30 Jun, 2023;4.99;0;20000;0;100.0;2;0;0;0;0;1;full;1;0;0;8.0;0;1;Novato;2;Novato;2023;6;Q2;Budget;183;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0.0;2;4;2;0;0;Flop;0.7257
990110;87 Aftermath: A Rolling Ball Game;Goober Games;Goober Games;22 Jan, 2021;9.99;0;20000;0;60.0;3;2;0;10;0;1;full;1;0;0;8.0;0;1;Novato;1;Novato;2021;1;Q1;Budget;288;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1.13;0.0;6;8;3;0;0;Flop;0.7257
1773890;100 hidden dogs;Anatoliy Loginovskikh;Anatoliy Loginovskikh;14 Oct, 2021;0.89;0;20000;0;93.52;491;34;0;100;0;1;none;1;0;0;1.0;0;6;Establecido;6;Establecido;2021;10;Q4;Budget;128;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;192;172;20;184;0;29;1.39;0.896;3;4;3;0;0;Flop;0.6472
244590;Epigenesis;Dead Shark Triplepunch;Dead Shark Triplepunch;1 Aug, 2014;0.0;1;50000;2;65.33;750;398;0;11;0;1;none;1;0;0;2.0;0;1;Novato;1;Novato;2014;8;Q3;F2P;333;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;26;16;10;26;0;17;6.85;0.615;3;5;5;0;0;Flop;0.7257
751470;Deadstep;Sangwoon Jin;FLUXJIN;9 Mar, 2018;3.29;0;20000;0;71.11;32;13;0;0;0;10;none;1;0;0;6.0;0;1;Novato;1;Novato;2018;3;Q1;Budget;295;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;7;5;2;6;0;6;5.38;0.714;5;11;1;0;0;Flop;0.7257
904600;Small Sister;Proximity Games;Proximity Games;15 Aug, 2018;0.44;0;20000;0;40.71;46;67;0;29;0;2;none;1;0;0;0.25;0;3;Establecido;3;Establecido;2018;8;Q3;Budget;202;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;16;7;9;13;0;10;1.92;0.438;3;5;3;0;0;Flop;0.6221
633110;FAST BEAT LOOP RACER GT | 環狀賽車GT;SAINT-FUN INTERNATIONAL CO., LTD.;UFO Interactive Games;17 May, 2018;9.99;0;50000;0;67.18;391;191;0;0;0;2;full;1;0;0;4.0;0;1;Novato;1;Novato;2018;5;Q2;Budget;254;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;29;21;44;0;26;4.88;0.58;1;3;5;0;0;Flop;0.7257
1333410;Stream Racer;LUVI GAMES;LUVI GAMES;19 Jun, 2020;0.0;1;50000;0;85.23;225;39;0;53;0;1;none;1;0;0;4.0;0;2;Novato;2;Novato;2020;6;Q2;F2P;294;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;27;24;3;27;27;17;24.12;0.889;5;10;3;1;0;Flop;0.7257
1344930;MagVigor;www.VolkGam.ru;www.VolkGam.ru;22 Dec, 2020;0.0;1;20000;0;100.0;2;0;0;0;0;2;none;1;0;0;0.01;0;1;Novato;1;Novato;2020;12;Q4;F2P;133;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;1;7;0;7;3.72;0.857;4;7;3;0;0;Flop;0.7257
833270;Citrouille: Sweet Witches;Lumen Section;Plug In Digital;4 Nov, 2018;9.99;0;20000;0;82.22;74;16;0;23;0;11;full;1;1;1;2.0;0;1;Novato;9;Establecido;2018;11;Q4;Budget;239;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;30;26;4;19;0;18;4.41;0.867;1;8;8;0;0;Flop;0.7257
2102940;Jade Order;Tortuga Xel;Tortuga Xel;25 Aug, 2022;0.99;0;20000;0;88.24;15;2;0;15;0;2;none;1;0;0;1.0;0;1;Novato;1;Novato;2022;8;Q3;Budget;241;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;4;3;1;4;0;4;10.74;0.75;3;5;2;0;0;Flop;0.7257
1747790;Catellite-609: feline space adventure;ZorKI;ZorKI;26 Jul, 2022;12.99;0;20000;0;84.38;27;5;0;10;1;4;none;1;0;0;2.0;0;1;Novato;1;Novato;2022;7;Q3;Mid;221;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;1;3;4;0;4;5.15;0.25;3;5;2;0;0;Flop;0.7257
263880;Aqua Kitty - Milk Mine Defender;TIKIPOD;TIKIPOD;3 Feb, 2014;6.99;0;50000;0;86.46;415;65;0;34;0;1;full;1;0;0;1.0;0;1;Novato;1;Novato;2014;2;Q1;Budget;229;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;12;9;3;9;0;10;2.21;0.75;2;5;7;0;0;Flop;0.7257
1687940;Lolita Expedition;GIRLSOUL;GIRLSOUL;14 Jan, 2022;5.99;0;50000;2;89.52;188;22;0;24;3;1;none;1;0;0;0.25;0;1;Novato;1;Novato;2022;1;Q1;Budget;275;0;1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;7;7;13;14;11;18.34;0.5;5;7;3;1;0;Flop;0.7257
