appid;name;developer;publisher;release_date;price;is_free;owners_lower_bound;ccu;rating_porcentaje;positive;negative;hub_followers;total_achievements;total_dlcs;supported_languages;controller_support;platform_windows;platform_mac;platform_linux;min_ram_gb;metacritic_score;dev_game_count;dev_experience;pub_game_count;pub_experience;release_year;release_month;release_quarter;price_tier;short_desc_len;genre_action;genre_adventure;genre_casual;genre_free_to_play;genre_indie;genre_massively_multiplayer;genre_rpg;genre_racing;genre_simulation;genre_sports;genre_strategy;genre_violent;genre_gore;genre_early_access;cat_single_player;cat_multi_player;cat_co_op;cat_online_co_op;cat_local_co_op;cat_full_controller_support;cat_partial_controller_support;cat_steam_achievements;cat_steam_cloud;cat_steam_workshop;cat_in_app_purchases;cat_steam_trading_cards;cat_remote_play_together;cat_shared_split_screen_co_op;tag_pixel_art;tag_first_person;tag_open_world;tag_crafting;tag_permadeath;tag_story_rich;tag_roguelike;tag_roguelite;tag_survival;tag_horror;tag_rpg;tag_action_rpg;tag_turn_based;tag_strategy;tag_tower_defense;tag_platformer;tag_metroidvania;tag_soulslike;tag_co_op;tag_multiplayer;tag_local_co_op;tag_pvp;tag_battle_royale;tag_sandbox;tag_simulation;tag_management;tag_city_builder;tag_sports;tag_racing;tag_puzzle;tag_point_&_click;tag_visual_novel;tag_anime;tag_2d;tag_3d;tag_realistic;tag_low_poly;tag_cartoon;tag_dark;tag_atmospheric;tag_relaxing;tag_difficult;tag_casual;tag_indie;tag_early_access;tag_free_to_play;tag_vr;tag_moba;tag_fps;tag_stealth;ts_total_reviews;ts_positive;ts_negative;ts_steam_purchase;ts_early_access;ts_months_active;ts_avg_playtime_hrs;ts_positive_ratio;num_genres;num_tags;num_categories;is_early_access;label;label_name;dev_success_prior
1088150;Scribble It!;;;;0.0;1;1000000;76;86.14;6711;1080;0;25;2;17;none;0;0;0;2.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;280;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1000;882;118;1000;0;23;9.76;0.882;2;6;4;0;2;Hit;0.7257
1096530;Solasta: Crown of the Magister;;;;14.99;0;1000000;396;87.21;17785;2608;0;132;6;6;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;234;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;810;190;842;0;7;60.21;0.81;3;4;8;0;2;Hit;0.7257
213610;Sonic Adventure 2;;;;9.99;0;1000000;234;89.16;22711;2761;0;15;1;6;none;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;137;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;908;92;860;0;6;19.37;0.908;1;5;4;0;2;Hit;0.7257
541570;Sally Face - Episode One;;;;1.99;0;1000000;100;97.24;21939;622;0;35;1;8;full;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;191;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;1000;975;25;910;0;5;22.2;0.975;2;9;5;0;2;Hit;0.7257
1455840;Dorfromantik;;;;8.39;0;1000000;365;96.53;26639;958;0;85;3;22;full;0;0;0;3.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;260;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1000;938;62;939;0;9;47.33;0.938;4;9;5;0;2;Hit;0.7257
247120;Portal 2 Sixense Perceptual Pack;;;;0.0;0;1000000;0;57.06;299;225;0;0;0;1;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;301;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;33;21;12;33;0;16;129.0;0.636;2;7;1;0;2;Hit;0.7257
710920;Darksiders Genesis;;;;14.99;0;1000000;29;82.32;10185;2188;0;30;1;13;full;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;259;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;750;250;792;0;11;18.36;0.75;2;6;10;0;2;Hit;0.7257
670290;Real Pool 3D - Poolians;;;;0.0;1;1000000;911;76.9;13042;3918;0;13;0;15;none;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;187;1;0;1;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;1;0;1000;667;333;1000;0;6;54.54;0.667;7;13;4;0;2;Hit;0.7257
269950;X-Plane 11;;;;29.99;0;1000000;381;92.79;17554;1363;0;0;129;7;none;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Premium;228;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1000;948;52;972;0;10;112.83;0.948;1;8;3;0;2;Hit;0.7257
1124300;HUMANKIND™;;;;42.49;0;1000000;411;68.17;18573;8672;0;99;15;12;none;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Premium;267;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;812;188;701;0;11;105.52;0.812;1;8;5;0;2;Hit;0.7257
300380;Road Redemption;;;;19.99;0;1000000;21;82.25;10485;2262;0;55;5;9;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;191;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;836;164;881;0;15;14.15;0.836;5;6;9;0;2;Hit;0.7257
329050;Devil May Cry 4 Special Edition;;;;18.7;0;1000000;220;88.19;16223;2172;0;42;9;8;full;0;0;0;2.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;117;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1000;781;219;769;0;4;17.49;0.781;1;4;5;0;2;Hit;0.7257
1253920;Rogue Legacy 2;;;;4.99;0;1000000;167;90.84;13143;1326;0;39;0;12;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;294;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1000;881;119;901;0;20;52.92;0.881;4;6;5;0;2;Hit;0.7257
339600;VEGA Conflict;;;;0.0;0;1000000;290;58.65;2865;2020;0;40;0;12;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;66;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;435;257;178;435;0;29;848.27;0.591;2;8;2;0;2;Hit;0.7257
332950;Dark Deception;;;;0.0;1;1000000;162;88.92;18879;2352;0;40;5;12;none;0;0;0;16.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;292;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1000;832;168;1000;0;6;44.82;0.832;3;10;3;0;2;Hit;0.7257
1184140;KartRider: Drift;;;;0.0;0;1000000;3;72.81;3910;1460;0;0;0;9;none;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;287;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;576;403;173;576;0;29;24.37;0.7;1;7;3;0;2;Hit;0.7257
232010;Euro Truck Simulator;;;;2.52;0;1000000;3;83.57;6093;1198;0;0;0;7;none;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;202;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1000;890;110;909;0;30;12.19;0.89;2;10;3;0;2;Hit;0.7257
410900;Forts;;;;7.99;0;1000000;379;92.0;20535;1786;0;54;8;17;none;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;230;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;903;97;845;0;6;59.06;0.903;3;5;8;0;2;Hit;0.7257
2296990;We Were Here Expeditions: The FriendShip;;;;1.24;0;1000000;63;90.92;20306;2028;0;12;1;23;none;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;272;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1000;804;196;546;0;8;4.18;0.804;3;9;6;0;2;Hit;0.7257
283640;Salt and Sanctuary;;;;17.99;0;1000000;48;89.51;18485;2167;0;37;0;13;full;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;246;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1000;858;142;927;0;12;29.99;0.858;3;13;6;0;2;Hit;0.7257
371660;Far Cry® Primal;;;;23.99;0;1000000;235;85.94;28267;4625;0;55;1;19;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;Premium;240;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1000;904;96;929;0;4;28.9;0.904;2;10;3;0;2;Hit;0.7257
397950;Clustertruck;;;;7.99;0;1000000;56;93.51;16041;1113;0;19;1;1;full;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;185;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1000;923;77;832;0;9;8.74;0.923;2;8;4;0;2;Hit;0.7257
20500;Red Faction Guerrilla Steam Edition;;;;0.0;0;1000000;5;89.97;6859;765;0;60;0;8;full;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;269;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;313;270;43;230;0;29;23.5;0.863;1;7;6;0;2;Hit;0.7257
1966900;20 Minutes Till Dawn;;;;4.99;0;1000000;146;91.48;25358;2361;0;34;0;15;none;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;223;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000;766;234;937;0;10;22.65;0.766;5;5;4;0;2;Hit;0.7257
715220;Ironsight;;;;0.0;0;1000000;0;78.37;4149;1145;0;0;0;8;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;285;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;24;21;3;24;0;18;14.54;0.875;1;5;3;0;2;Hit;0.7257
437920;Tricky Towers;;;;7.99;0;1000000;71;90.34;14179;1516;0;29;7;20;full;0;0;0;1.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;237;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000;883;117;793;0;15;18.39;0.883;2;6;6;0;2;Hit;0.7257
40970;Stronghold Crusader HD (2012);;;;9.99;0;1000000;746;97.65;19346;465;0;0;0;11;none;0;0;0;0.5;0;1;Novato;1;Novato;0;0;Desconocido;Budget;254;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;959;41;840;0;11;61.7;0.959;2;7;4;0;2;Hit;0.7257
218680;Scribblenauts Unlimited;;;;19.99;0;1000000;35;93.9;11038;717;0;25;0;7;none;0;0;0;2.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;102;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1000;951;49;710;0;17;18.23;0.951;3;9;5;0;2;Hit;0.7257
996470;eFootball  PES 2020;;;;0.0;0;1000000;181;71.17;18667;7563;0;0;0;14;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;99;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;469;381;88;469;0;29;230.77;0.812;1;7;7;0;2;Hit;0.7257
1605220;Dune: Spice Wars;;;;7.19;0;1000000;203;79.66;9973;2547;0;102;1;9;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;245;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;742;258;870;0;15;43.15;0.742;1;7;8;0;2;Hit;0.7257
826630;Iron Harvest;;;;3.44;0;1000000;93;72.64;10945;4123;0;25;2;13;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;132;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1000;719;281;827;0;15;22.34;0.719;1;5;6;0;2;Hit;0.7257
1919590;NBA 2K23;;;;0.0;0;1000000;1118;61.99;31908;19567;0;50;0;9;full;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;268;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;463;537;1000;0;17;197.75;0.463;2;9;10;0;2;Hit;0.7257
1206560;WorldBox - God Simulator;;;;10.49;0;1000000;1589;95.03;41874;2188;0;54;0;27;none;0;0;0;2.5;0;1;Novato;1;Novato;0;0;Desconocido;Mid;292;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1000;947;53;939;1000;3;34.35;0.947;3;6;3;1;2;Hit;0.7257
233290;Murdered: Soul Suspect;;;;1.59;0;1000000;11;85.75;14278;2373;0;48;0;7;full;0;0;0;2.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;202;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1000;880;120;844;0;18;10.5;0.88;3;9;5;0;2;Hit;0.7257
1295660;Sid Meier's Civilization VII;;;;41.99;0;1000000;5931;48.53;20502;21746;0;37;8;12;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Premium;119;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;583;417;739;0;2;199.16;0.583;2;5;6;0;2;Hit;0.7257
48720;Mount & Blade: With Fire & Sword;;;;4.99;0;1000000;99;88.12;11961;1613;0;21;0;10;none;0;0;0;0.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;210;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;868;132;803;0;22;69.48;0.868;2;9;3;0;2;Hit;0.7257
2300320;Farming Simulator 25;;;;19.49;0;1000000;13431;83.63;28079;5496;0;45;11;26;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;138;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1000;916;84;719;0;2;134.71;0.916;1;8;7;0;2;Hit;0.7257
1325860;VTube Studio;;;;0.0;1;1000000;10139;92.77;5283;412;0;0;3;4;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;153;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1000;925;75;1000;0;10;395.55;0.925;1;7;2;0;2;Hit;0.7257
997070;Marvel's Avengers - The Definitive Edition;;;;0.0;0;1000000;68;66.6;22704;11386;0;50;0;15;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;101;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;656;344;1000;0;17;41.21;0.656;3;5;9;0;2;Hit;0.7257
916440;Anno 1800;;;;47.99;0;1000000;2784;81.18;20368;4723;0;112;35;11;none;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Premium;245;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000;797;203;951;0;4;104.86;0.797;2;8;6;0;2;Hit;0.7257
858810;Dawn of Man;;;;12.49;0;1000000;323;86.83;14845;2252;0;24;0;4;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;Mid;211;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1000;856;144;961;0;17;112.18;0.856;3;10;3;0;2;Hit;0.7257
1407200;World of Tanks;;;;0.0;1;1000000;3869;82.62;72570;15266;0;60;27;20;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;F2P;296;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;999;637;362;999;0;3;121.13;0.638;3;6;4;0;2;Hit;0.7257
238430;Contagion;;;;9.99;0;1000000;27;72.74;11222;4206;0;165;2;11;none;0;0;0;4.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;299;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1000;719;281;727;0;28;43.62;0.719;3;9;9;0;2;Hit;0.7257
206210;Gotham City Impostors Free to Play;;;;0.0;0;1000000;0;85.44;10295;1754;0;412;0;5;none;0;0;0;1.5;0;1;Novato;1;Novato;0;0;Desconocido;F2P;161;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;466;442;24;466;0;29;21.87;0.948;1;7;4;0;2;Hit;0.7257
1244460;Jurassic World Evolution 2;;;;8.09;0;1000000;1413;89.57;32817;3821;0;54;11;13;full;0;0;0;8.0;0;1;Novato;1;Novato;0;0;Desconocido;Budget;254;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1000;947;53;864;0;4;50.17;0.947;2;10;4;0;2;Hit;0.7257
1118310;RetroArch;;;;0.0;1;1000000;619;89.59;7224;839;0;0;65;19;full;0;0;0;0.03;0;1;Novato;1;Novato;0;0;Desconocido;F2P;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;999;850;149;999;0;9;51.17;0.851;0;6;8;0;2;Hit;0.7257
