appid;month;review_count;positive_count;negative_count;steam_purchase_count;early_access_count;avg_playtime_at_review_hrs
10;2026-04;300;286;14;261;0;264.9
10;2026-05;700;676;24;559;0;324.12
30;2024-01;44;40;4;33;0;50.0
30;2024-02;31;30;1;25;0;315.02
30;2024-03;47;43;4;36;0;118.61
30;2024-04;50;47;3;38;0;280.26
30;2024-05;45;42;3;34;0;97.97
30;2024-06;49;49;0;36;0;177.61
30;2024-07;61;56;5;48;0;92.85
30;2024-08;33;29;4;22;0;386.11
30;2024-09;28;27;1;20;0;353.7
30;2024-10;30;27;3;27;0;40.76
30;2024-11;30;29;1;22;0;69.2
30;2024-12;42;35;7;30;0;303.32
30;2025-01;40;36;4;33;0;81.38
30;2025-02;31;25;6;18;0;175.03
30;2025-03;39;37;2;31;0;65.19
30;2025-04;27;25;2;22;0;99.67
30;2025-05;25;19;6;21;0;285.32
30;2025-06;29;27;2;26;0;33.1
30;2025-07;31;26;5;23;0;175.24
30;2025-08;21;19;2;16;0;20.21
30;2025-09;19;17;2;17;0;11.08
30;2025-10;31;30;1;17;0;292.53
30;2025-11;25;23;2;18;0;49.34
30;2025-12;36;32;4;27;0;145.83
30;2026-01;27;25;2;23;0;1225.23
30;2026-02;29;26;3;23;0;22.96
30;2026-03;36;30;6;30;0;21.5
30;2026-04;33;28;5;21;0;238.79
30;2026-05;16;15;1;9;0;26.96
40;2024-01;32;27;5;30;0;1.76
40;2024-02;19;15;4;16;0;6.74
40;2024-03;32;27;5;26;0;2.0
40;2024-04;19;15;4;14;0;4.48
40;2024-05;24;22;2;20;0;70.99
40;2024-06;30;26;4;29;0;7.14
40;2024-07;39;30;9;34;0;1.51
40;2024-08;32;31;1;28;0;52.0
40;2024-09;21;20;1;19;0;1.17
40;2024-10;13;10;3;11;0;1.87
40;2024-11;17;16;1;16;0;2.03
40;2024-12;35;23;12;32;0;2.68
40;2025-01;30;27;3;26;0;8.8
40;2025-02;11;9;2;8;0;12.94
40;2025-03;25;24;1;22;0;70.02
40;2025-04;10;8;2;9;0;43.54
40;2025-05;14;13;1;12;0;2.94
40;2025-06;17;12;5;14;0;4.76
40;2025-07;21;18;3;20;0;7.2
40;2025-08;13;13;0;10;0;5.61
40;2025-09;11;11;0;8;0;4.26
40;2025-10;17;15;2;16;0;3.26
40;2025-11;15;12;3;12;0;2.38
40;2025-12;11;10;1;11;0;53.77
40;2026-01;23;23;0;22;0;2.16
40;2026-02;18;16;2;14;0;9.05
40;2026-03;18;16;2;17;0;9.27
40;2026-04;22;17;5;19;0;104.6
40;2026-05;13;10;3;11;0;17.71
50;2026-02;219;208;11;210;0;8.63
50;2026-03;311;298;13;292;0;9.42
50;2026-04;281;269;12;262;0;41.98
50;2026-05;189;176;13;177;0;7.85
70;2026-04;161;155;6;120;0;21.87
70;2026-05;839;803;36;625;0;19.43
80;2025-12;173;160;13;149;0;91.19
80;2026-01;191;174;17;172;0;42.41
80;2026-02;162;147;15;143;0;82.59
80;2026-03;211;184;27;188;0;88.87
80;2026-04;145;130;15;124;0;67.74
80;2026-05;118;105;13;101;0;34.17
100;2025-01;44;44;0;40;0;12.85
100;2025-02;54;51;3;51;0;14.33
100;2025-03;57;52;5;54;0;19.82
100;2025-04;63;58;5;55;0;18.75
100;2025-05;44;41;3;39;0;7.95
100;2025-06;58;53;5;56;0;12.12
100;2025-07;81;75;6;75;0;10.88
100;2025-08;62;55;7;56;0;9.37
100;2025-09;44;37;7;38;0;8.09
100;2025-10;52;49;3;47;0;13.17
100;2025-11;63;57;6;59;0;11.89
100;2025-12;74;66;8;65;0;9.58
100;2026-01;67;61;6;64;0;7.01
100;2026-02;57;53;4;55;0;21.49
100;2026-03;69;62;7;62;0;8.86
100;2026-04;64;53;11;61;0;8.03
100;2026-05;47;39;8;42;0;6.44
130;2025-12;38;36;2;37;0;3.76
130;2026-01;285;265;20;267;0;8.45
130;2026-02;157;148;9;143;0;5.35
130;2026-03;220;212;8;209;0;6.03
130;2026-04;190;177;13;173;0;54.58
130;2026-05;110;98;12;101;0;5.23
220;2026-05;1000;955;45;699;0;30.12
240;2026-04;390;373;17;321;0;166.97
240;2026-05;610;589;21;508;0;193.14
280;2025-05;23;14;9;22;0;14.37
280;2025-06;69;48;21;67;0;11.5
280;2025-07;105;65;40;102;0;8.57
280;2025-08;90;52;38;86;0;14.1
280;2025-09;66;40;26;61;0;10.91
280;2025-10;73;44;29;64;0;11.45
280;2025-11;69;43;26;63;0;8.6
280;2025-12;111;68;43;101;0;10.62
280;2026-01;114;65;49;108;0;8.96
280;2026-02;71;49;22;66;0;5.99
280;2026-03;84;54;30;77;0;7.14
280;2026-04;73;54;19;71;0;7.13
280;2026-05;52;32;20;49;0;6.7
300;2025-07;68;65;3;60;0;64.27
300;2025-08;88;77;11;69;0;127.4
300;2025-09;77;72;5;58;0;179.88
300;2025-10;103;96;7;87;0;292.8
300;2025-11;92;83;9;61;0;243.08
300;2025-12;112;106;6;87;0;265.09
300;2026-01;139;130;9;111;0;292.6
300;2026-02;82;79;3;66;0;182.95
300;2026-03;109;98;11;84;0;175.99
300;2026-04;83;74;9;69;0;238.4
300;2026-05;47;44;3;39;0;364.12
320;2025-08;88;83;5;60;0;14.44
320;2025-09;76;68;8;46;0;153.16
320;2025-10;110;98;12;74;0;77.72
320;2025-11;123;113;10;76;0;150.5
320;2025-12;121;112;9;81;0;95.11
320;2026-01;122;111;11;84;0;61.77
320;2026-02;88;78;10;62;0;38.0
320;2026-03;97;84;13;60;0;36.85
320;2026-04;95;82;13;65;0;922.38
320;2026-05;79;69;10;48;0;13.84
340;2024-06;26;24;2;25;0;1.4
340;2024-07;177;161;16;157;0;3.42
340;2024-08;152;142;10;125;0;1.27
340;2024-09;106;96;10;91;0;1.25
340;2024-10;96;86;10;82;0;1.2
340;2024-11;104;93;11;85;0;4.96
340;2024-12;44;40;4;36;0;2.08
340;2025-01;25;23;2;20;0;4.99
340;2025-02;15;13;2;11;0;1.75
340;2025-03;22;21;1;16;0;2.08
340;2025-04;15;13;2;10;0;1.73
340;2025-05;21;18;3;16;0;2.23
340;2025-06;11;8;3;6;0;1.51
340;2025-07;21;20;1;19;0;3.81
340;2025-08;16;16;0;13;0;0.43
340;2025-09;15;13;2;11;0;1.08
340;2025-10;15;15;0;10;0;1.8
340;2025-11;17;14;3;9;0;0.9
340;2025-12;13;12;1;12;0;3.13
340;2026-01;25;21;4;21;0;1.0
340;2026-02;14;13;1;10;0;1.42
340;2026-03;26;25;1;18;0;1.63
340;2026-04;15;15;0;11;0;1.16
340;2026-05;9;8;1;8;0;1.94
360;2025-02;37;30;7;19;0;10.18
360;2025-03;88;70;18;51;0;7.5
360;2025-04;63;49;14;35;0;3.59
360;2025-05;57;43;14;34;0;3.3
360;2025-06;71;55;16;45;0;4.19
360;2025-07;78;60;18;48;0;4.34
360;2025-08;56;46;10;38;0;5.65
360;2025-09;50;42;8;35;0;3.71
360;2025-10;59;48;11;39;0;3.19
360;2025-11;93;79;14;64;0;10.93
360;2025-12;68;55;13;38;0;5.97
360;2026-01;60;51;9;42;0;155.28
360;2026-02;57;50;7;45;0;25.29
360;2026-03;58;42;16;42;0;2.88
360;2026-04;63;43;20;46;0;9.88
360;2026-05;41;33;8;32;0;27.42
380;2024-11;321;307;14;265;0;9.69
380;2024-12;91;87;4;81;0;13.96
380;2025-01;45;40;5;39;0;7.48
380;2025-02;46;40;6;40;0;10.31
380;2025-03;45;43;2;31;0;9.88
380;2025-04;40;37;3;33;0;6.33
380;2025-05;34;33;1;25;0;6.47
380;2025-06;28;26;2;22;0;6.93
380;2025-07;33;28;5;26;0;8.48
380;2025-08;33;31;2;23;0;74.37
380;2025-09;25;23;2;21;0;16.9
380;2025-10;33;33;0;27;0;6.96
380;2025-11;41;39;2;29;0;7.47
380;2025-12;31;30;1;24;0;6.12
380;2026-01;34;32;2;28;0;44.68
380;2026-02;26;25;1;19;0;8.33
380;2026-03;34;33;1;24;0;10.17
380;2026-04;34;31;3;29;0;9.69
380;2026-05;26;24;2;23;0;7.82
400;2026-04;47;47;0;44;0;7.75
400;2026-05;953;930;23;876;0;9.34
420;2024-11;205;196;9;158;0;10.78
420;2024-12;98;94;4;78;0;8.88
420;2025-01;53;51;2;43;0;8.92
420;2025-02;41;39;2;37;0;13.64
420;2025-03;63;62;1;47;0;11.64
420;2025-04;42;42;0;33;0;11.55
420;2025-05;36;33;3;31;0;12.99
420;2025-06;31;30;1;25;0;9.48
420;2025-07;40;36;4;34;0;11.46
420;2025-08;43;43;0;33;0;73.6
420;2025-09;30;29;1;27;0;19.99
420;2025-10;35;32;3;28;0;12.73
420;2025-11;44;43;1;37;0;7.37
420;2025-12;51;49;2;42;0;11.19
420;2026-01;51;49;2;44;0;35.77
420;2026-02;29;28;1;21;0;22.59
420;2026-03;44;44;0;33;0;9.35
420;2026-04;35;34;1;27;0;17.75
420;2026-05;29;27;2;25;0;13.4
440;2026-05;1000;903;97;1000;0;202.3
500;2026-03;188;184;4;175;0;43.7
500;2026-04;456;444;12;430;0;73.24
500;2026-05;356;344;12;333;0;34.24
550;2026-05;1000;968;32;849;0;132.38
620;2026-05;1000;981;19;900;0;24.83
630;2024-05;25;23;2;25;0;11.18
630;2024-06;37;34;3;37;0;6.54
630;2024-07;54;48;6;54;0;16.5
630;2024-08;50;49;1;50;0;10.58
630;2024-09;49;42;7;49;0;10.29
630;2024-10;39;34;5;39;0;8.08
630;2024-11;44;41;3;44;0;11.79
630;2024-12;31;29;2;31;0;7.88
630;2025-01;41;39;2;41;0;8.97
630;2025-02;45;41;4;45;0;9.78
630;2025-03;43;38;5;43;0;6.12
630;2025-04;33;28;5;33;0;7.48
630;2025-05;47;42;5;47;0;5.63
630;2025-06;42;39;3;42;0;7.1
630;2025-07;37;35;2;37;0;6.53
630;2025-08;44;36;8;44;0;13.56
630;2025-09;37;32;5;37;0;6.22
630;2025-10;38;34;4;38;0;25.25
630;2025-11;38;35;3;38;0;5.26
630;2025-12;39;33;6;39;0;8.91
630;2026-01;41;39;2;41;0;39.78
630;2026-02;35;31;4;35;0;8.67
630;2026-03;43;43;0;43;0;13.76
630;2026-04;45;41;4;45;0;9.51
630;2026-05;23;23;0;23;0;7.56
730;2026-05;1000;828;172;1000;0;443.46
1250;2025-11;125;116;9;86;0;199.7
1250;2025-12;198;183;15;151;0;43.97
1250;2026-01;135;129;6;90;0;91.16
1250;2026-02;116;108;8;86;0;85.31
1250;2026-03;134;123;11;93;0;67.67
1250;2026-04;157;147;10;122;0;53.92
1250;2026-05;135;116;19;110;0;115.9
1840;2026-02;150;140;10;150;0;134.43
1840;2026-03;330;302;28;330;0;205.73
1840;2026-04;308;284;24;308;0;267.37
1840;2026-05;212;199;13;212;0;173.05
2100;2025-04;25;23;2;23;0;9.88
2100;2025-05;71;68;3;62;0;14.75
2100;2025-06;82;69;13;70;0;15.59
2100;2025-07;67;58;9;61;0;12.1
2100;2025-08;87;79;8;78;0;11.82
2100;2025-09;79;67;12;71;0;16.02
2100;2025-10;60;49;11;54;0;16.06
2100;2025-11;83;78;5;71;0;25.97
2100;2025-12;79;70;9;70;0;14.94
2100;2026-01;70;56;14;56;0;13.27
2100;2026-02;51;47;4;44;0;14.06
2100;2026-03;104;92;12;96;0;12.77
2100;2026-04;94;81;13;82;0;17.67
2100;2026-05;48;42;6;43;0;10.4
2280;2026-02;276;272;4;249;0;19.34
2280;2026-03;280;268;12;256;0;16.56
2280;2026-04;226;221;5;200;0;15.85
2280;2026-05;218;212;6;188;0;15.57
2310;2025-08;74;68;6;66;0;12.21
2310;2025-09;102;86;16;88;0;20.62
2310;2025-10;96;90;6;80;0;25.33
2310;2025-11;106;102;4;86;0;21.39
2310;2025-12;91;88;3;81;0;16.22
2310;2026-01;120;113;7;102;0;30.3
2310;2026-02;134;127;7;116;0;27.82
2310;2026-03;119;109;10;101;0;16.37
2310;2026-04;96;95;1;80;0;21.85
2310;2026-05;62;59;3;53;0;32.74
2320;2025-05;18;16;2;16;0;20.65
2320;2025-06;73;66;7;60;0;25.82
2320;2025-07;108;99;9;82;0;13.71
2320;2025-08;89;82;7;69;0;17.32
2320;2025-09;88;71;17;74;0;18.31
2320;2025-10;70;66;4;61;0;18.52
2320;2025-11;94;84;10;70;0;22.36
2320;2025-12;89;83;6;77;0;21.23
2320;2026-01;80;76;4;64;0;23.78
2320;2026-02;83;78;5;64;0;16.48
2320;2026-03;70;68;2;56;0;23.54
2320;2026-04;80;77;3;62;0;19.68
2320;2026-05;58;53;5;44;0;19.59
2400;2024-01;8;4;4;2;0;5.01
2400;2024-02;9;8;1;3;0;15.34
2400;2024-03;8;6;2;4;0;6.24
2400;2024-04;3;2;1;0;0;9.57
2400;2024-05;6;3;3;2;0;17.53
2400;2024-06;10;9;1;6;0;5.75
2400;2024-07;6;5;1;2;0;6.85
2400;2024-08;12;11;1;7;0;17.56
2400;2024-09;3;3;0;1;0;6.79
2400;2024-10;5;4;1;1;0;529.98
2400;2024-11;8;7;1;6;0;8.44
2400;2024-12;3;3;0;3;0;4.93
2400;2025-01;7;5;2;4;0;17.77
2400;2025-02;5;5;0;2;0;7.83
2400;2025-03;9;8;1;3;0;9.96
2400;2025-04;5;4;1;1;0;5.64
2400;2025-05;5;5;0;3;0;2.97
2400;2025-06;8;4;4;4;0;4.47
2400;2025-07;4;3;1;2;0;2.65
2400;2025-08;13;9;4;2;0;11.14
2400;2025-09;5;3;2;3;0;17.06
2400;2025-10;6;5;1;3;0;9.43
2400;2025-11;5;5;0;3;0;20.13
2400;2025-12;8;7;1;5;0;9.82
2400;2026-01;7;3;4;2;0;2.81
2400;2026-02;6;4;2;4;0;4.63
2400;2026-03;3;2;1;1;0;4.52
2400;2026-04;7;6;1;5;0;17.48
2400;2026-05;4;2;2;3;0;5.14
2630;2025-05;27;24;3;22;0;10.7
2630;2025-06;97;93;4;78;0;27.27
2630;2025-07;80;71;9;61;0;19.96
2630;2025-08;79;73;6;66;0;29.41
2630;2025-09;69;67;2;57;0;37.66
2630;2025-10;65;61;4;53;0;37.9
2630;2025-11;84;76;8;69;0;20.23
2630;2025-12;103;100;3;89;0;33.66
2630;2026-01;80;71;9;65;0;18.14
2630;2026-02;90;82;8;77;0;147.0
2630;2026-03;87;83;4;73;0;13.69
2630;2026-04;65;63;2;51;0;91.26
2630;2026-05;74;67;7;65;0;17.58
2870;2024-01;5;4;1;3;0;19.76
2870;2024-02;4;2;2;3;0;161.18
2870;2024-03;3;3;0;1;0;91.93
2870;2024-04;4;1;3;1;0;54.98
2870;2024-05;2;1;1;1;0;51.48
2870;2024-06;4;4;0;4;0;382.64
2870;2024-07;5;4;1;2;0;345.52
2870;2024-08;1;1;0;1;0;3.07
2870;2024-09;8;4;4;7;0;39.2
2870;2024-10;3;1;2;3;0;55.49
2870;2024-11;2;2;0;2;0;19.88
2870;2024-12;2;0;2;2;0;1.38
2870;2025-01;1;0;1;0;0;4.72
2870;2025-02;3;1;2;3;0;394.45
2870;2025-03;7;3;4;3;0;50.25
2870;2025-04;7;4;3;5;0;110.1
2870;2025-05;5;3;2;3;0;66.71
2870;2025-06;8;3;5;6;0;112.5
2870;2025-07;4;2;2;4;0;66.96
2870;2025-08;8;4;4;5;0;155.2
2870;2025-09;11;8;3;6;0;236.69
2870;2025-10;3;3;0;1;0;13.63
2870;2025-11;2;1;1;0;0;93.79
2870;2025-12;6;3;3;4;0;635.04
2870;2026-01;6;3;3;4;0;571.43
2870;2026-02;4;3;1;3;0;521.58
2870;2026-03;3;2;1;2;0;30.57
2870;2026-04;5;5;0;3;0;882.61
2870;2026-05;1;1;0;0;0;898.18
2910;2024-01;4;4;0;4;0;6.0
2910;2024-03;4;4;0;4;0;34.6
2910;2024-04;2;2;0;1;0;12.68
2910;2024-05;4;4;0;4;0;53.1
2910;2024-06;5;5;0;5;0;27.82
2910;2024-07;5;5;0;5;0;44.11
2910;2024-08;1;1;0;1;0;3.82
2910;2024-09;8;7;1;8;0;165.65
2910;2024-10;8;8;0;8;0;13.56
2910;2024-11;6;5;1;6;0;5.54
2910;2024-12;2;1;1;2;0;17.45
2910;2025-01;5;5;0;5;0;21.94
2910;2025-02;3;3;0;3;0;1221.23
2910;2025-03;4;4;0;3;0;229.24
2910;2025-04;2;2;0;2;0;159.43
2910;2025-05;1;1;0;1;0;132.17
2910;2025-06;5;5;0;5;0;6.79
2910;2025-08;2;2;0;2;0;232.78
2910;2025-09;3;2;1;3;0;3.94
2910;2025-10;3;3;0;3;0;8.94
2910;2025-11;1;1;0;1;0;9.05
2910;2025-12;2;2;0;2;0;17.07
2910;2026-02;3;2;1;3;0;9.89
2910;2026-03;1;1;0;1;0;14.48
2910;2026-04;5;5;0;5;0;774.47
2910;2026-05;1;1;0;1;0;3.87
3500;2024-01;4;4;0;4;0;5.86
3500;2024-02;1;1;0;1;0;12.95
3500;2024-03;1;1;0;1;0;10.83
3500;2024-04;1;1;0;1;0;3.32
3500;2024-05;4;4;0;4;0;3.92
3500;2024-06;1;0;1;1;0;1.48
3500;2024-10;1;1;0;1;0;0.38
3500;2025-03;3;3;0;3;0;5.42
3500;2025-05;2;1;1;2;0;17.73
3500;2025-06;4;3;1;4;0;16.32
3500;2025-07;1;1;0;1;0;3.57
3500;2025-08;1;1;0;1;0;8.97
3500;2025-09;3;3;0;3;0;8.09
3500;2025-10;1;1;0;0;0;8.97
3500;2025-11;2;2;0;2;0;13.11
3500;2026-01;1;1;0;1;0;5.5
3500;2026-02;1;1;0;1;0;0.18
3500;2026-03;1;1;0;1;0;1.53
3500;2026-04;2;2;0;2;0;8.17
3500;2026-05;4;4;0;4;0;4.63
3530;2024-01;2;2;0;2;0;5.02
3530;2024-02;5;4;1;5;0;8.67
3530;2024-03;2;1;1;2;0;62.71
3530;2024-05;1;0;1;1;0;9.25
3530;2024-06;2;1;1;1;0;7.48
3530;2024-07;2;2;0;2;0;1.94
3530;2024-09;2;2;0;2;0;2.55
3530;2024-10;2;2;0;2;0;8.94
3530;2024-11;1;1;0;1;0;10.45
3530;2025-02;2;1;1;2;0;2.31
3530;2025-04;1;0;1;1;0;6.73
3530;2025-05;4;4;0;4;0;8.05
3530;2025-06;2;2;0;2;0;27.57
3530;2025-07;2;2;0;2;0;3.44
3530;2025-09;2;2;0;2;0;8.3
3530;2025-10;3;3;0;3;0;8.14
3530;2025-11;2;2;0;2;0;3.98
3530;2025-12;1;1;0;1;0;7.4
3530;2026-01;2;2;0;2;0;2.81
3530;2026-02;2;1;1;2;0;3.39
3530;2026-03;2;1;1;2;0;20.01
3530;2026-04;2;1;1;2;0;12.9
3530;2026-05;3;3;0;3;0;11.76
3590;2026-04;66;65;1;58;0;24.52
3590;2026-05;934;915;19;869;0;34.07
3910;2024-08;30;27;3;26;0;199.03
3910;2024-09;45;41;4;33;0;508.07
3910;2024-10;41;38;3;31;0;1373.37
3910;2024-11;40;37;3;30;0;292.95
3910;2024-12;49;45;4;38;0;274.64
3910;2025-01;72;67;5;60;0;538.76
3910;2025-02;70;60;10;61;0;132.51
3910;2025-03;52;47;5;40;0;604.57
3910;2025-04;55;51;4;45;0;378.46
3910;2025-05;46;45;1;35;0;2048.3
3910;2025-06;58;39;19;46;0;152.37
3910;2025-07;41;32;9;33;0;1079.39
3910;2025-08;48;43;5;40;0;466.63
3910;2025-09;34;31;3;30;0;214.13
3910;2025-10;32;27;5;27;0;378.78
3910;2025-11;45;41;4;37;0;268.47
3910;2025-12;45;38;7;38;0;409.92
3910;2026-01;45;44;1;33;0;675.38
3910;2026-02;38;32;6;33;0;485.84
3910;2026-03;34;27;7;25;0;389.27
3910;2026-04;50;43;7;40;0;211.29
3910;2026-05;30;26;4;25;0;374.75
4000;2026-05;1000;971;29;890;0;180.89
4500;2025-11;167;113;54;123;0;26.33
4500;2025-12;152;141;11;122;0;28.96
4500;2026-01;146;139;7;115;0;40.64
4500;2026-02;128;117;11;102;0;22.37
4500;2026-03;120;117;3;103;0;26.33
4500;2026-04;155;147;8;120;0;36.6
4500;2026-05;131;124;7;110;0;39.3
4520;2024-01;1;1;0;1;0;89.68
4520;2024-02;1;1;0;1;0;17.25
4520;2024-03;3;1;2;3;0;10.31
4520;2024-05;3;2;1;3;0;6.48
4520;2024-06;7;7;0;6;0;9.09
4520;2024-07;4;4;0;2;0;8.22
4520;2024-08;1;1;0;1;0;4.55
4520;2024-09;1;1;0;0;0;13.17
4520;2024-10;1;1;0;0;0;9.77
4520;2024-12;4;3;1;4;0;6.5
4520;2025-01;5;4;1;5;0;4.23
4520;2025-03;2;2;0;2;0;6.54
4520;2025-04;2;2;0;2;0;5.78
4520;2025-05;2;2;0;2;0;3.97
4520;2025-06;1;1;0;1;0;3.37
4520;2025-07;1;1;0;1;0;8.63
4520;2025-08;9;9;0;9;0;72.85
4520;2025-09;3;2;1;3;0;20.37
4520;2025-10;2;0;2;2;0;4.2
4520;2025-11;2;2;0;2;0;11.14
4520;2025-12;4;4;0;4;0;21.48
4520;2026-01;1;1;0;1;0;10.83
4520;2026-02;1;1;0;1;0;11.67
4520;2026-03;7;6;1;4;0;6.8
4520;2026-04;2;1;1;2;0;3.05
4520;2026-05;2;2;0;2;0;11.53
4560;2024-01;19;19;0;14;0;48.95
4560;2024-02;30;26;4;23;0;59.83
4560;2024-03;19;17;2;13;0;35.79
4560;2024-04;22;21;1;16;0;20.43
4560;2024-05;28;25;3;25;0;22.03
4560;2024-06;15;13;2;10;0;22.25
4560;2024-07;16;15;1;15;0;15.27
4560;2024-08;21;19;2;18;0;32.86
4560;2024-09;23;21;2;21;0;30.89
4560;2024-10;17;15;2;12;0;138.53
4560;2024-11;23;22;1;20;0;66.58
4560;2024-12;25;23;2;21;0;29.6
4560;2025-01;22;20;2;19;0;34.61
4560;2025-02;23;20;3;18;0;20.31
4560;2025-03;31;25;6;21;0;39.15
4560;2025-04;23;19;4;18;0;31.9
4560;2025-05;25;23;2;19;0;22.02
4560;2025-06;18;18;0;14;0;29.17
4560;2025-07;28;25;3;20;0;34.13
4560;2025-08;30;28;2;24;0;87.97
4560;2025-09;22;20;2;20;0;30.9
4560;2025-10;23;18;5;18;0;18.93
4560;2025-11;15;11;4;12;0;38.66
4560;2025-12;20;17;3;16;0;324.44
4560;2026-01;38;30;8;32;0;36.08
4560;2026-02;25;22;3;21;0;33.68
4560;2026-03;25;23;2;22;0;78.97
4560;2026-04;17;15;2;17;0;62.61
4560;2026-05;14;13;1;9;0;34.26
4570;2025-03;48;46;2;37;0;17.82
4570;2025-04;88;81;7;71;0;13.7
4570;2025-05;108;97;11;83;0;13.71
4570;2025-06;84;83;1;67;0;19.82
4570;2025-07;82;77;5;67;0;21.09
4570;2025-08;104;87;17;78;0;11.32
4570;2025-09;57;48;9;43;0;81.14
4570;2025-10;68;57;11;56;0;22.8
4570;2025-11;63;59;4;50;0;16.59
4570;2025-12;59;55;4;47;0;16.57
4570;2026-01;66;58;8;55;0;19.04
4570;2026-02;48;45;3;41;0;17.08
4570;2026-03;53;52;1;44;0;24.56
4570;2026-04;44;39;5;39;0;13.41
4570;2026-05;28;22;6;23;0;11.81
4700;2026-01;222;204;18;183;0;237.5
4700;2026-02;178;163;15;136;0;422.54
4700;2026-03;202;195;7;157;0;204.76
4700;2026-04;245;225;20;201;0;294.76
4700;2026-05;153;148;5;127;0;355.05
4760;2024-09;8;8;0;7;0;462.6
4760;2024-10;43;40;3;32;0;272.88
4760;2024-11;62;61;1;51;0;862.99
4760;2024-12;59;54;5;51;0;210.97
4760;2025-01;61;51;10;50;0;347.89
4760;2025-02;59;57;2;46;0;326.7
4760;2025-03;63;59;4;50;0;572.22
4760;2025-04;49;47;2;40;0;372.83
4760;2025-05;54;51;3;41;0;260.15
4760;2025-06;50;49;1;42;0;183.46
4760;2025-07;41;38;3;36;0;128.92
4760;2025-08;47;46;1;36;0;431.61
4760;2025-09;49;47;2;35;0;229.34
4760;2025-10;56;54;2;49;0;508.48
4760;2025-11;43;42;1;30;0;294.92
4760;2025-12;59;56;3;50;0;241.01
4760;2026-01;48;46;2;40;0;163.45
4760;2026-02;37;35;2;31;0;158.23
4760;2026-03;29;28;1;27;0;234.64
4760;2026-04;42;41;1;36;0;333.16
4760;2026-05;41;40;1;34;0;227.18
4800;2024-01;5;3;2;3;0;5.84
4800;2024-02;6;6;0;4;0;42.51
4800;2024-03;6;5;1;5;0;63.31
4800;2024-04;9;9;0;6;0;14.71
4800;2024-05;5;5;0;4;0;29.66
4800;2024-06;4;3;1;3;0;14.92
4800;2024-07;5;5;0;4;0;24.1
4800;2024-08;8;6;2;7;0;16.81
4800;2024-09;3;3;0;3;0;46.12
4800;2024-10;4;4;0;4;0;65.06
4800;2024-11;2;2;0;2;0;3.25
4800;2024-12;3;2;1;3;0;16.48
4800;2025-01;8;8;0;7;0;13.01
4800;2025-02;3;2;1;2;0;159.55
4800;2025-03;5;3;2;3;0;11.4
4800;2025-04;3;3;0;2;0;67.62
4800;2025-05;3;3;0;3;0;9.88
4800;2025-06;5;3;2;3;0;48.02
4800;2025-07;3;2;1;2;0;12.61
4800;2025-08;10;8;2;6;0;10.12
4800;2025-09;3;2;1;3;0;16.21
4800;2025-10;4;4;0;4;0;12.67
4800;2025-11;6;5;1;5;0;8.92
4800;2025-12;6;4;2;4;0;51.45
4800;2026-01;1;1;0;1;0;5.58
4800;2026-02;10;9;1;8;0;32.05
4800;2026-03;4;2;2;4;0;17.98
4800;2026-04;6;5;1;4;0;14.6
4800;2026-05;4;4;0;4;0;12.57
4890;2024-01;11;7;4;11;0;37.71
4890;2024-02;11;10;1;9;0;33.25
4890;2024-03;15;12;3;14;0;16.97
4890;2024-04;13;12;1;12;0;72.02
4890;2024-05;5;5;0;3;0;64.46
4890;2024-06;11;7;4;9;0;52.98
4890;2024-07;9;8;1;9;0;11.69
4890;2024-08;9;5;4;8;0;21.15
4890;2024-09;12;9;3;10;0;35.31
4890;2024-10;12;12;0;9;0;81.97
4890;2024-11;5;5;0;5;0;21.95
4890;2024-12;12;9;3;9;0;35.02
4890;2025-01;7;7;0;4;0;47.98
4890;2025-02;12;10;2;10;0;20.4
4890;2025-03;14;9;5;14;0;64.68
4890;2025-04;10;10;0;9;0;63.07
4890;2025-05;20;19;1;17;0;32.4
4890;2025-06;7;5;2;7;0;10.16
4890;2025-07;8;8;0;8;0;75.97
4890;2025-08;12;11;1;11;0;142.63
4890;2025-09;11;11;0;10;0;672.37
4890;2025-10;6;6;0;6;0;151.11
4890;2025-11;8;6;2;7;0;20.75
4890;2025-12;13;9;4;12;0;19.67
4890;2026-01;7;4;3;7;0;445.87
4890;2026-02;8;7;1;8;0;30.27
4890;2026-03;6;5;1;6;0;39.65
4890;2026-04;12;7;5;10;0;68.16
4890;2026-05;6;5;1;5;0;55.54
4920;2024-01;28;22;6;18;0;524.82
4920;2024-02;24;17;7;18;0;356.62
4920;2024-03;34;26;8;24;0;211.36
4920;2024-04;23;17;6;18;0;421.72
4920;2024-05;21;18;3;16;0;222.39
4920;2024-06;17;9;8;13;0;535.59
4920;2024-07;27;23;4;20;0;123.38
4920;2024-08;24;22;2;14;0;459.24
4920;2024-09;14;11;3;11;0;77.92
4920;2024-10;18;15;3;13;0;367.57
4920;2024-11;28;22;6;24;0;478.36
4920;2024-12;22;18;4;15;0;157.15
4920;2025-01;30;27;3;21;0;199.38
4920;2025-02;23;15;8;15;0;275.06
4920;2025-03;14;10;4;9;0;303.97
4920;2025-04;24;20;4;18;0;414.78
4920;2025-05;12;12;0;9;0;185.49
4920;2025-06;26;19;7;17;0;133.72
4920;2025-07;26;15;11;17;0;308.43
4920;2025-08;16;11;5;12;0;239.52
4920;2025-09;31;20;11;27;0;250.08
4920;2025-10;22;14;8;18;0;230.98
